area	district	address	floors	bedrooms	toilets	front	entrance	houseAspect	balconyAspect	price
484.2	Bình Thạnh	Đường Nguyễn Văn Đậu, Phường 11	3							34000.0
110.0	Quận 10	Đường Sư Vạn Hạnh, Phường 12	3	6	3	7.5	10.0			24500.0
4000.0	Thủ Đức	Đường Số 3, Phường Hiệp Bình Chánh	2	4	6					100000.0
81.25	Quận 3	Đường Hồ Xuân Hương, Phường 6	4	4	5					25500.0
64.8	Phú Nhuận	Đường Huỳnh Văn Bánh				8.0	8.0			11500.0
160.0	Bình Thạnh	Đường Lam Sơn, Phường 6	4	5	5	8.0	10.0			23000.0
242.0	Phú Nhuận	Hẻm 48 Đường Hồ Biểu Chánh, Phường 11				12.0				40000.0
141.0	Phú Nhuận	Đường Lam Sơn, Phường 6	3	5	4	7.0	6.0			22000.0
92.4	Bình Thạnh	Đường Phạm Văn Đồng	5				7.0			9700.0
113.92	Quận 10	449, Đường Sư Vạn Hạnh, Phường 12	4				8.0			24500.0
127.5	Tân Bình	Đường Bàu Cát, Phường 12	5				8.0			20500.0
485.0	Bình Thạnh	Đường Nguyễn Văn Đậu, Phường 11	3				8.0			34500.0
174.0	Tân Bình	Đường Yên Thế, Phường 2	3							25000.0
119.0	Bình Thạnh	Đường Bạch Đằng, Phường 15	3				8.0			14000.0
120.0	Bình Chánh	Dự án KDC Bình Hưng, Đường Quốc Lộ 50, Xã Bình Hưng	2			6.0				7500.0
195.0	Bình Thạnh	Dự án Bình Hòa, Đường Bình Lợi, Phường 13								10500.0
250.0	Bình Tân	Đường G9, Phường Bình Hưng Hòa B	2	5	5	12.5	10.0	Đông		14500.0
500.0	Bình Tân	Đường 12, Phường Bình Hưng Hòa B	3	5	5	25.0	10.0	Bắc		27000.0
500.0	Bình Tân	Đường 1A, Phường Bình Hưng Hòa B	3			25.0	15.0			27000.0
235.0	Quận 9	Dự án Khang An, Phường Phú Hữu	3					Đông-Nam		12500.0
280.0	Quận 3	Đường Nam Kỳ Khởi Nghĩa, Phường 7		4						50000.0
175.0	Quận 3	Đường Trần Quốc Thảo, Phường 13								24000.0
176.0	Phú Nhuận	284, Đường Nguyễn Trọng Tuyển, Phường 10	4							39000.0
281.3	Quận 10	781, Đường Lê Hồng Phong, Phường 12								65000.0
160.0	Quận 5	Đường Nguyễn Chí Thanh, Phường 9	4							28000.0
160.0	Quận 5	Đường Nguyễn Chí Thanh, Phường 9	4							28000.0
256.0	Tân Bình	Đường Ca Văn Thỉnh, Phường 11	5							28000.0
442.0	Quận 2	Phố Lương Định Của, Phường Bình An	2	5	5	15.0	17.5	Đông-Bắc	Đông-Bắc	55500.0
475.9	Quận 9	Đường 816, Phường Phú Hữu				12.0	30.0			20500.0
220.0	Thủ Đức	Đường 12, Phường Hiệp Bình Phước	3	5	7	10.0	12.0	Nam		11000.0
639.0	Quận 2	Đường Nguyễn Văn Hưởng, Phường Thảo Điền	2	4						85000.0
240.0	Quận 10	Đường Lê Hồng Phong, Phường 12								45000.0
240.0	Quận 9	Dự án KDC Nam Long, Đường Liên Phường, Phường Phước Long B	3			12.0		Đông-Nam		11900.0
170.0	Phú Nhuận	Đường Huỳnh Văn Bánh, Phường 11	4	4	5					39000.0
110.0	Phú Nhuận	Đường Hoa Mai, Phường 2	4	5	6	8.0	10.0	Đông-Bắc	Đông-Bắc	37000.0
200.0	Bình Thạnh	Đường Trục 30, Phường 13	3	6	6		12.0			18500.0
161.0	Tân Bình	Đường Cộng Hòa					12.0			25500.0
114.6	Tân Phú	Đường Độc Lập, Phường Tân Quý				10.0	10.0			12800.0
140.0	Bình Thạnh	Đường D2, Phường 25	5	6	6	7.0	8.0			25000.0
85.5	Tân Bình	Đường Cộng Hòa, Phường 4	3	7			10.0			15500.0
160.0	Tân Bình	Đường Nguyễn Trọng Tuyển, Phường 1	3			8.0	25.0	Đông		41000.0
368.0	Quận 3	Đường Nguyễn Đình Chiểu, Phường 6	4			14.0				60000.0
160.0	Tân Bình	Đường Lam Sơn, Phường 2	4	4	5					32500.0
1602.8	Thủ Đức	Đường Nguyễn Trường Tộ, Phường Bình Thọ	2	4	4	32.0	10.0	Đông-Bắc		85000.0
250.0	Nhà Bè	Dự án Làng Đại Học ABC, Đường Nguyễn Hữu Thọ, Xã Phước Kiển	3	4						11500.0
500.0	Quận 2	Đường Nguyễn Văn Hưởng, Phường Thảo Điền	2	5	8			Đông-Bắc		65000.0
119.0	Bình Thạnh	Hẻm 482 Đường Lê Quang Định, Phường 11	3	5						12800.0
160.0	Quận 3	Đường Trần Quang Diệu	2							24000.0
442.4	Quận 2	Phố Lương Định Của, Phường An Phú	2				17.5			60874.24
1602.8	Thủ Đức	Đường Nguyễn Văn Bá, Phường Bình Thọ								85000.0
500.0	Bình Tân	Phường Bình Hưng Hòa B	2	5	5	25.0	12.0			27000.0
1600.0	Thủ Đức	Đường Nguyễn Trường Tộ, Phường Bình Thọ								84800.0
182.0	Tân Bình	Đường B6, Phường 12	4				8.0			26000.0
300.0	Quận 11	Phố Lý Thường Kiệt	3							33000.0
350.0	Quận 12	Đường An Phú Đông 3				14.0	12.0	Nam		24000.0
162.0	Quận 12	147/5 Đường Thạnh Lộc 37, Phường Thạnh Lộc	1	6	5		8.0	Đông		15500.0
1000.0	Quận 2	Đường Trần Ngọc Diện, Phường Thảo Điền	2	5	4					150000.0
52.5	Tân Phú	Đường Lê Đình Thám, Phường Tân Quý	3	4	4					5900.0
79.8	Quận 2	Đường Xuân Thủy, Phường Thảo Điền	3	4	4	5.7	6.0			4800.0
126.0	Thủ Đức	Đường Đặng Văn Bi, Phường Trường Thọ	2	4	4	7.0	12.0	Bắc		13000.0
	Phú Nhuận	Đường Lê Văn Sỹ, Phường 10								21500.0
67.5	Quận 2	Đường Nguyễn Thị Định, Phường Bình Trưng Tây	3	3	4	7.5	5.0	Tây-Bắc	Tây-Bắc	6500.0
97.0	Tân Bình	Đường Thăng Long, Phường 4				7.0				15000.0
72.0	Quận 11	Đường Cư Xá Bình Thới, Phường 8	3	4	5		10.0			12500.0
88.0	Bình Tân	Đường Hương lộ 2, Phường Bình Trị Đông	4	4			6.0			6400.0
150.0	Gò Vấp	Đường Phạm Văn Chiêu	3	4	4					3100.0
58.0	Gò Vấp	Đường Phạm Văn Chiêu, Phường 9	5	5	6	5.3		Tây-Nam		6800.0
120.0	Quận 10	Đường 3/2, Phường 12		8	7					25000.0
98.0	Quận 7	Đường Số 10 Lý Phục Man	3	4	4	6.0	12.0			8900.0
63.0	Tân Phú	Đường Tân Sơn Nhì, Phường Tân Sơn Nhì	3							7550.0
84.0	Quận 5	Đường Trần Hưng Đạo, Phường 2								12500.0
90.0	Quận 5	Đường Trần Hưng Đạo, Phường 2								12500.0
104.0	Quận 5	Đường Trần Hưng Đạo, Phường 2								12600.0
104.0	Quận 5	Đường Trần Hưng Đạo, Phường 2	4							12600.0
85.0	Nhà Bè	Đường Lê Văn Lương, Xã Phước Kiển	3	4	4	6.4	7.0	Tây	Tây	5500.0
58.0	Gò Vấp	Đường Phạm Văn Chiêu, Phường 9	4	5	6	5.3	7.0	Tây-Nam		6700.0
80.0	Tân Phú	Hẻm 27, Đường Nguyễn Văn Săng, Phường Tân Sơn Nhì	4	5	6	10.0	8.0			9900.0
85.5	Nhà Bè	Đường Lê Văn Lương, Xã Phước Kiển	2							5300.0
90.0	Nhà Bè	Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè	3	4	5	6.0	6.0	Đông	Đông	4950.0
72.0	Tân Phú	Đường Vườn Lài, Phường Phú Thọ Hòa								8600.0
72.2	Tân Phú	Đường Vườn Lài, Phường Tân Thành				6.0	6.0			8600.0
100.0	Tân Bình	Đường Phổ Quang, Phường 2	5				8.0			22000.0
90.5	Gò Vấp	Đường Phan Huy Ích, Phường 12	4	4	5	5.5	9.0	Tây-Bắc	Tây-Bắc	9000.0
60.0	Gò Vấp	Đường Dương Quảng Hàm, Phường 5	4	4	5	4.1	5.0	Đông-Bắc		5800.0
84.0	Quận 1		5							23000.0
66.0	Phú Nhuận	Đường Huỳnh Văn Bánh, Phường 12	3	4	5	5.5	6.0			11700.0
98.0	Tân Bình	Đường Hoàng Việt, Phường 4				7.0				15000.0
50.3	Quận 12	Đường Thạnh Xuân 52, Phường Thạnh Xuân	2	2	3		7.0			2600.0
108.0	Quận 3	Đường Lê Văn Sỹ, Phường 14	2	3	4	6.0	6.0			24500.0
152.0	Quận 7	Đường Số 51, Phường Tân Quy	3	4	5	8.0	12.0	Nam	Nam	25000.0
200.0	Quận 7	Đường 41	3	3	3		14.0			29000.0
136.0	Quận 10	Đường Sư Vạn Hạnh, Phường 12	3							24700.0
	Bình Thạnh									59000.0
	Quận 2									59000.0
	Quận 10	Đường Sư Vạn Hạnh, Phường 12								24300.0
	Quận 10									24300.0
200.0	Bình Thạnh	Đường Nguyễn Cửu Vân, Phường 17	4	3	5					20000.0
105.0	Hóc Môn	Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn	3	3	4	7.0	6.0			2350.0
480.0	Bình Chánh	Đường Nguyễn Hữu Trí, Xã Bình Chánh	1	3	4	16.0	30.0			2900.0
196.0	Phú Nhuận	Đường Hồ Văn Huê	2				12.0			38000.0
120.0	Quận 8	Đường Cao Lỗ, Phường 4				6.0				10800.0
152.0	Tân Bình	Đường Trương Công Định, Phường 14	4				12.0			28500.0
241.8	Bình Thạnh	Đường Phan Văn Trị, Phường 11	3	5		12.0				19000.0
	Bình Thạnh	Đường Nơ Trang Long, Phường 12	3	5	6					6750.0
60.0	Gò Vấp	Đường Nguyễn Oanh, Phường 6	4	5	5	4.0	6.0	Đông-Bắc		6900.0
100.0	Gò Vấp	Đường Trần Thị Nghỉ, Phường 7	3	4	6	10.0	12.0			20000.0
100.0	Hóc Môn	Phường Hóc Môn, Đường Phan Văn Hớn	3			12.0	14.0			6900.0
43.0	Phú Nhuận	Đường Phan Xích Long, Phường 7	4	4	5					7600.0
50.0	Bình Thạnh	Đường Trục 30, Phường 13	3	5	6					7300.0
84.0	Nhà Bè	Đường Huỳnh Tấn Phát, Xã Phú Xuân	3	4	6	6.0	12.0			5250.0
250.0	Bình Tân	Phường Bình Hưng Hòa B	2	5		12.5	12.0	Đông		14500.0
300.0	Quận 10	Đường Lê Hồng Phong, Phường 12				12.0				65000.0
160.0	Quận 5	Bán nhà mặt phố phường 9 Quận 5 , Bán nhà mặt phố đường Nguyễn Chí Thanh , Bán nhà mặt phố đường Nguyễn Chí Thanh Quận 5 , Bán nhà mặt phố phường 9 , Bán nhà mặt phố đường Nguyễn Chí Thanh phường				8.0	10.0			28000.0
493.0	Quận 7	Đường Nguyễn Văn Linh, Phường Bình Thuận	3	6	5	17.6	6.0			44900.0
493.0	Quận 7	Đường Nguyễn Văn Linh, Phường Bình Thuận	3	6	5	12.0				44900.0
1000.0	Quận 9		3			20.0				30000.0
180.0	Tân Bình	Đường C18, Phường 12								28000.0
104.0	Bình Thạnh	Đường Phan Văn Trị	4	3	4					10900.0
200.0	Quận 11	Đường Cư Xá Lữ Gia, Phường 15	4	4	5	10.0				32500.0
117.0	Quận 3	Đường Vườn Chuối, Phường 4								20000.0
184.0	Phú Nhuận	2020, Đường Nguyễn Văn Trỗi, Phường 11	3							41000.0
150.0	Phú Nhuận	Đường Trần Cao Vân, Phường 12								20000.0
165.0	Tân Bình	Đường Nguyễn Văn Trỗi, Phường 1	3	6						33000.0
178.5	Tân Bình	Hẻm 307, Đường Nguyễn Văn Trỗi, Phường 1	3	6		10.5				33000.0
1177.0	Thủ Đức	Đường Số 12, Phường Trường Thọ	2	5	5	5.0		Đông-Bắc		52000.0
149.0	Phú Nhuận	Đường Trần Cao Vân, Phường 12	3				6.0			20000.0
180.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 12	2							35000.0
160.0	Phú Nhuận	Đường Hoàng Diệu, Phường 10					10.0			30000.0
150.0	Phú Nhuận	Đường Hồ Biểu Chánh, Phường 12	3							20000.0
270.0	Quận 11	Đường Cư Xá Lữ Gia, Phường 15	4							36000.0
120.0	Tân Bình	Đường Trường Sơn, Phường 4	4	5	5		8.0			20000.0
175.0	Quận 3	Đường Lê Văn Sỹ, Phường 13								24000.0
473.9	Quận 7	Đường Nguyễn Văn Linh, Phường Bình Thuận	4	6	6	12.0	24.0	Đông		44900.0
220.0	Gò Vấp	Đường Lê Đức Thọ, Phường 17	3	4	5	11.0	7.0	Đông-Nam	Đông-Nam	26000.0
135.3	Thủ Đức	Đường Tỉnh lộ 43, Phường Bình Chiểu	2							6000.0
140.0	Quận 2	Phố Lương Định Của, Phường An Phú	3	4			12.0			21000.0
378.0	Tân Bình	Đường Bành Văn Trân								52500.0
	Quận 2									42000.0
270.0	Quận 3	Đường Nam Kỳ Khởi Nghĩa, Phường 7	2				8.0			52000.0
272.0	Quận 3	Đường Nam Kỳ Khởi Nghĩa, Phường 7	2				8.0			50000.0
173.4	Tân Bình	Đường Nguyễn Văn Trỗi, Phường 1	3							33500.0
163.0	Quận 10	Đường Sư Vạn Hạnh	2					Tây-Bắc		51000.0
601.0	Tân Bình	Đường Nguyễn Đình Khơi, Phường 4	3				6.0			105000.0
120.0	Tân Bình	Đường Nguyễn Thái Bình, Phường 12	4	5	6	6.0	8.0			19000.0
200.0	Quận 3	Đường Lê Văn Sỹ, Phường 12								50000.0
120.0	Quận 8	Phố Tạ Quang Bửu, Phường 5	2			8.8				13000.0
160.0	Quận 2	Phường Thảo Điền	3	5	4	10.0				15000.0
174.0	Quận 2	Đường Quốc Hương, Phường Thảo Điền	3	4						21000.0
500.0	Quận 2	Phường Thảo Điền		4				Đông		50000.0
1320.0	Quận 9	Đường Nguyễn Xiển, Phường Long Thạnh Mỹ	2			28.0				35000.0
126.0	Quận 10	Đường Cư Xá Nguyễn Trung Trực, Phường 12	4							26000.0
	Quận 2									56000.0
270.0	Quận 1	Đường Phùng Khắc Khoan, Phường Đa Kao	3							85000.0
116.0	Quận 7	Đường Số 23, Phường Tân Quy	3	5	6	6.7	14.0	Bắc		16500.0
120.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 15	4							19900.0
3245.0	Củ Chi	195, Phố Bàu Lách, Xã Phạm Văn Cội	3	8	9	35.0	12.0			19500.0
826.8	Nhà Bè	Đường Xương Cá 1, Xã Long Thới								14000.0
588.5	Gò Vấp	Đường Dương Quảng Hàm, Phường 6	2	3			7.5	Đông-Nam		23500.0
300.0	Củ Chi	Đường Hương lộ 2, Xã Tân Phú Trung	1	1		12.0	12.0			1300.0
650.0	Hóc Môn	Đường Nhị Bình 21, Xã Nhị Bình				13.0				8500.0
160.0	Tân Bình	Đường Yên Thế, Phường 2	3			6.8	8.0			23400.0
160.0	Tân Bình	Đường Yên Thế, Phường 2	3			6.8	8.0			23400.0
201.0	Quận 1	Đường Trần Đình Xu, Phường Cầu Kho				8.0	8.0			41000.0
75.0	Quận 12	Đường Đông Hưng Thuận 9, Phường Đông Hưng Thuận	2	2	3	5.0	8.0			1650.0
91.0	Quận 9	Đường Số 6, Phường Long Trường	4	5	5	7.0	10.0			3900.0
150.0	Phú Nhuận	Đường Nguyễn Văn Trỗi								26000.0
150.0	Phú Nhuận	Đường Nguyễn Văn Trỗi								26000.0
220.0	Tân Bình	Đường Nguyễn Trọng Tuyển, Phường 1	4							34000.0
336.6	Bình Thạnh	Đường Lê Quang Định, Phường 14	5	20			6.0			44500.0
149.6	Quận 1	Đường Điện Biên Phủ								16900.0
150.0	Phú Nhuận	Đường Nguyễn Văn Trỗi								26000.0
220.0	Bình Thạnh	Số 5, Đường Tân Cảng, Phường 25	8							52000.0
220.0	Bình Thạnh	Đường Tân Cảng, Phường 25	8			11.0				52000.0
500.0	Quận 10	Đường Cư Xá Bắc Hải, Phường 1								35000.0
2179.0	Tân Bình	Phường 4	9	12	14	8.0				55000.0
300.0	Tân Bình	Đường Cộng Hòa, Phường 13	10							75000.0
160.0	Quận 10	Đường 3/2, Phường 11								95000.0
191.0	Quận 3	Đường Trường Sa, Phường 7	8	8	16	20.0	8.0			42500.0
191.0	Quận 3	Đường Trường Sa, Phường 7	8	8	16	20.0	8.0			42500.0
220.0	Bình Thạnh	Đường Tân Cảng, Phường 25	8							52000.0
196.0	Bình Thạnh	Đường D2, Phường 25	3			14.0	14.0			25000.0
308.0	Bình Thạnh	Đường D2, Phường 25								34000.0
	Quận 12	Đường Thạnh Lộc 40, Phường Thạnh Lộc	2	2	2					1050.0
60.0	Quận 12	Đường Hà Huy Giáp, Phường Thạnh Lộc	3	3	3	4.0	7.0	Đông-Nam		3950.0
74.25	Quận 3	Đường Trần Quang Diệu, Phường 14								12500.0
176.0	Quận 9	Dự án Khang An, Đường Liên Phường, Phường Phú Hữu	3	4	4	8.0	14.0	Tây		10300.0
135.0	Quận 10	Đường Sư Vạn Hạnh								24500.0
135.0	Quận 10	Đường Sư Vạn Hạnh, Phường 12	4	5	5	7.5	10.0			24500.0
275.0	Quận 3	Phố Nguyễn Thiện Thuật, Phường 7	5	6	6					38900.0
2600.0	Thủ Đức	Đường Quốc Lộ 13, Phường Hiệp Bình Chánh								60000.0
826.8	Nhà Bè	Đường Long Thới, Xã Long Thới								14000.0
	Quận 2	Đường Xa Lộ Hà Nội, Phường An Phú	4							55000.0
100.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 15				8.4				19500.0
80.0	Tân Bình	Đường Nguyễn Hồng Đào, Đường Ba Vân, Đường Trương Công Định, Đường Đồng Đen, Đường Trường Chinh, Đường Bàu Cát, Phường 14	3	4	4	4.0	8.0			9600.0
41.0	Nhà Bè	Đường Lê Văn Lương, Xã Nhơn Đức								1750.0
110.0	Tân Bình	Đường Bạch Đằng, Phường 2								24500.0
56.0	Gò Vấp	Đường Dương Quảng Hàm, Phường 6								7300.0
60.0	Phú Nhuận	Đường Lê Văn Sỹ, Phường 13	4	5	5					18500.0
90.0	Thủ Đức	Đường 26, Phường Hiệp Bình Chánh	4	4	5	4.5	12.0			8500.0
79.3	Quận 9	Đường Trường Lưu, Phường Long Trường	3	4	3	6.6	8.0	Đông-Bắc	Đông-Bắc	6300.0
300.0	Bình Thạnh	Đường Xô Viết Nghệ Tĩnh, Phường 25								35000.0
85.0	Gò Vấp	Hẻm 128, Đường Lê Đức Thọ, Phường 6	3	4	5	6.5	7.0	Tây-Bắc	Tây-Bắc	12500.0
	Bình Tân	Đường 18, Phường Bình Hưng Hòa								6600.0
180.0	Bình Tân	Đường Số 6, Phường Bình Hưng Hòa B	1							10000.0
80.0	Gò Vấp	Đường Quang Trung	4							12500.0
57.4	Gò Vấp	Đường Nguyễn Văn Công, Phường 3	2							7800.0
300.0	Quận 12	Đường Trường Chinh, Phường Tân Hưng Thuận								18500.0
400.0	Bình Thạnh	Đường Chu Văn An, Phường 26								41000.0
47.0	Quận 8	Đường Âu Dương Lân, Phường 2	4				5.0			7100.0
84.0	Quận 8	Đường Nguyễn Thị Mười, Phường 4	4			6.0				13500.0
57.0	Quận 8	Đường Tám Danh, Phường 4						Tây-Nam		4700.0
	Phú Nhuận	Đường Lê Văn Sỹ, Phường 10	3			5.3	6.0			13200.0
150.0	Thủ Đức	Đường 12, Phường Hiệp Bình Phước				5.0	7.0	Tây-Nam		5300.0
41.0	Phú Nhuận	Đường Nguyễn Trọng Tuyển, Phường 8	2					Bắc		3800.0
72.25	Quận 1	Đường Nguyễn Thái Bình, Phường Nguyễn Thái Bình	4	7			8.0			14800.0
200.0	Quận 10	Đường Tô Hiến Thành, Phường 15	4	21	21					19000.0
170.0	Gò Vấp	Đường Phan Huy Ích, Phường 14								18000.0
256.0	Bình Thạnh	Căn hộ dịch vụ Đường Xô Viết Nghệ Tĩnh, Phường 25								36500.0
96.75	Gò Vấp	55/31, Đường Nguyễn Văn Công, Phường 3	5			4.5	12.0			11500.0
97.0	Gò Vấp	Số 55/31, Đường Nguyễn Văn Công, Phường 3	5	7		4.5	12.0			11500.0
64.0	Quận 11	Đường Lê Thị Bạch Cát, Phường 11								6900.0
130.0	Gò Vấp	Đường Cây Trâm, Phường 9	5	32						11600.0
180.0	Bình Thạnh	Đường Hoàng Hoa Thám, Phường 5								20200.0
165.0	Phú Nhuận	182/49 - 52, Đường Lê Văn Sỹ, Phường 10	3	20		7.5	5.0			45500.0
105.0	Quận 5	Đường Nguyễn Trãi, Phường 3								15500.0
56.0	Quận 1	Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh								13200.0
	Phú Nhuận	Đường Nguyễn Văn Trỗi, Phường 10	11	23						200000.0
90.0	Bình Thạnh	Đường Nơ Trang Long, Phường 12	6							12500.0
100.0	Tân Bình	Đường Phổ Quang, Phường 2	7				10.0			21000.0
180.0	Quận 3	Đường Lý Chính Thắng, Phường 6	6							37000.0
90.0	Quận 1	Hẻm 15A, Đường Lê Thánh Tôn, Phường Bến Nghé								24000.0
80.0	Quận 1	Đường Trần Hưng Đạo								23500.0
140.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13				20.0	15.0	Tây-Bắc		15900.0
90.0	Bình Thạnh	290, Đường Nơ Trang Long, Phường 12	5							12200.0
180.0	Bình Thạnh	Đường Hoàng Hoa Thám, Phường 7	6	30	31	7.0	7.0			18900.0
216.0	Tân Phú	Đường Nguyễn Văn Săng, Phường Tân Sơn Nhì	3	30	30	12.0	8.0			20000.0
73.86	Quận 5	Đường Nguyễn Trãi, Phường 3	5	18	18	3.95	4.0			15500.0
121.0	Bình Thạnh	Phố Nguyễn Xí, Phường 13	3							8300.0
300.0	Gò Vấp	Đường Lê Đức Thọ, Phường 16	8				10.0			39500.0
144.0	Quận 1	Đường Lê Thánh Tôn, Phường Bến Nghé	5							22000.0
63.0	Quận 3	Đường Hoàng Sa, Phường 7	4							14000.0
203.0	Quận 2	Đường Số 64, Phường Thảo Điền	4							35000.0
61.0	Quận 2	Phường Thảo Điền	4	8	8	4.07		Nam		10900.0
69.0	Gò Vấp	Đường Trần Thị Nghỉ, Phường 7	4			7.0				11000.0
134.6	Bình Thạnh	Đường Điện Biên Phủ, Phường 17				8.2				35000.0
396.0	Gò Vấp	Đường Cây Trâm, Phường 8								38000.0
85.2	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13								16300.0
90.0	Bình Thạnh	Đường Nguyễn Cửu Vân, Phường 17	10	22	25	4.5	30.0			27000.0
33.0	Phú Nhuận	Đường Nhiêu Tứ, Phường 7								2000.0
100.0	Củ Chi	Đường Hương lộ 2, Xã Tân Thông Hội						Tây-Bắc		1200.0
119.0	Quận 2	Đường 2, Phường An Phú								13800.0
36.0	Thủ Đức	Đường Tam Bình, Phường Hiệp Bình Chánh	2	2	2		10.0			1570.0
90.0	Hóc Môn	Đường Nguyễn Thị Sóc, Xã Xuân Thới Đông	1	2	2	5.0	8.0			1300.0
58.0	Quận 12	Đường Tô Ký, Phường Tân Chánh Hiệp	2	2	2		8.0			1300.0
	Bình Chánh	Đường Lại Hùng Cường, Xã Vĩnh Lộc B	2	2	2		4.0	Nam		1200.0
63.0	Quận 12	Đường Tân Chánh Hiệp 10, Phường Tân Chánh Hiệp				5.0	8.0			1500.0
59.5	Quận 1	Đường Phạm Ngũ Lão, Phường Phạm Ngũ Lão	3	4	3	3.9	4.0			12900.0
18.5	Tân Phú	Đường Phú Thọ Hòa, Phường Phú Thọ Hòa								2500.0
30.5	Quận 12	Đường Tân Chánh Hiệp 35, Phường Tân Chánh Hiệp	2	2	2	4.2	5.0			2450.0
