address_street	address_locality	address_region	address_code	date_sold	mortgage	info_type	info_bedrooms	info_bathrooms	info_size	info_lot_size	info_year_built	info_est_value	info_sold_price	info_property_id	info_county	info_parcel_number	taxes_land	taxes_improvements	taxes_total	taxes_taxes	school	total_crime	violent_crime	property_crime	foreclosures
47260 Havasu St	Fremont	CA	94539	09/13/2019	6632.0	Single Family Residence	4.0	2.5	1784.0	6155.0	1976		1460000.0	1100593821	Alameda County, CA	519 118904600	234191.0	546445.0	780636.0	9604 (1.23 %)	0	59	40	103	0
7507 Marshall Canyon Dr	Dublin	CA	94568	09/13/2019	6337.0	Single Family Residence	5.0	4.0	3604.0	9400.0	2011		1395000.0	1100635921	Alameda County, CA	941 283300400	273433.0	637938.0	911371.0	14372 (1.57 %)	3	33	18	70	4
1203 Wood St	Oakland	CA	94607	09/13/2019	3030.0	Condominium	1.0	2.0	1341.0				667000.0	1100638988	Alameda County, CA	006 005715500	158779.0	370485.0	529264.0	8113 (1.53 %)	3	308	307	310	4
2525 11th Ave	Oakland	CA	94606	04/23/1985	66.0	Single Family Residence	4.0	2.0	2022.0	7500.0	1900		14500.0	1100594137	Alameda County, CA	022 034300800	43754.0	116589.0	160343.0	3248 (2.02 %)	3	308	307	310	4
Newark Blvd	Fremont	CA	94536	09/13/2019		MISCELLANEOUS				16856.0			N/A	1100736868	Alameda County, CA	543 047300100					0	59	40	103	2
5735 El Dorado Ln	Dublin	CA	94568	09/13/2019	4120.0	Residential - Vacant Land							907000.0	1100598762	Alameda County, CA	986 005421500					0	33	18	70	0
726 Arguello Dr	San Leandro	CA	94578	10/28/1965	3002.0	Single Family Residence	3.0	1.0	1135.0	5035.0	1955	661000.0		1100595511	Alameda County, CA	077B116702500	35068.0	32533.0	67601.0	1409 (2.08 %)	3	123	79	226	4
1996 Alvarado St	San Leandro	CA	94577	09/13/2019	4769.0	MISCELLANEOUS			3111.0	8876.0	1970		1050000.0	1100788525	Alameda County, CA	075 010503102	74690.0	327358.0	402048.0	5579 (1.38 %)	3	123	79	226	4
1585 Glenn St	Hayward	CA	94545	09/12/2019	3407.0	Single Family Residence	3.0	2.5	1546.0	1725.0	2015		750000.0	1100568211	Alameda County, CA	441 010304100	203184.0	474096.0	677280.0	8223 (1.21 %)	3	123	84	213	4
1621 72nd Ave	Oakland	CA	94621	09/13/2019	2544.0	Single Family Residence	3.0	2.5	1868.0	6000.0	1955		560000.0	1100597435	Alameda County, CA	039 331001503	52218.0	127967.0	180185.0	3525 (1.95 %)	3	308	307	310	4
21694 Shadyspring Rd	Castro Valley	CA	94546	09/13/2019	4451.0	Single Family Residence			2456.0	7126.0	1976		980000.0	1100591503	Alameda County, CA	415 020001200	45686.0	120206.0	165892.0	2647 (1.59 %)	3	123	79	226	4
2355 Gibbons St	Hayward	CA	94541	09/13/2019	3121.0	Condominium	3.0	2.5	1704.0		2014		687000.0	1100614199	Alameda County, CA	431 011814800	157379.0	369684.0	527063.0	7477 (1.41 %)	3	123	84	213	4
37848 Hickory St	Newark	CA	94560	09/13/2019	5473.0	Single Family Residence	4.0	3.0	2570.0	3080.0	2018		1205000.0	1100596731	Alameda County, CA	092 026201800					0	86	56	155	0
2652 Admiral Cir	Hayward	CA	94545	09/12/2019	4660.0	Residential - Vacant Land				2669.0			1026000.0	1100588776	Alameda County, CA	456 010215000					0	123	84	213	0
765 Estates St	Livermore	CA	94550	09/12/2019	3402.0	Single Family Residence	3.0	2.0	1721.0	7419.0	1952		749000.0	1100577140	Alameda County, CA	098A042501500	21970.0	42251.0	64221.0	1394 (2.17 %)	0	51	33	92	0
401 Whitney Pl	Fremont	CA	94539	09/12/2019	68135.0	Light Industrial (10% Improved Office space; Machine Shop)		4.0	72776.0	4.43	1986		15000000.0	1100776487	Alameda County, CA	519 168200701	3106650.0	3299262.0	6405912.0	76683 (1.19 %)	3	59	40	103	4
5217 Proctor Rd	Castro Valley	CA	94546	11/08/2011	2203.0	Single Family Residence	3.0	2.0	1596.0	5150.0	1964		485000.0	1100564455	Alameda County, CA	084C092200506	157467.0	367423.0	524890.0	6882 (1.31 %)	3	123	79	226	4
2929 Sea View Pkwy	Alameda	CA	94502	09/12/2019	9085.0	Single Family Residence	4.0	3.0	2495.0	4022.0	1989		2000000.0	1100573112	Alameda County, CA	074 132211700	408643.0	953501.0	1362144.0	17102 (1.25 %)	3	66	37	135	4
3986 Lake Tahoe Ter	Fremont	CA	94555	09/12/2019	2339.0	Townhouse	2.0	1.0	870.0	1250.0	1971		515000.0	1100569252	Alameda County, CA	543 034815000	91718.0	214009.0	305727.0	4018 (1.31 %)	0	59	40	103	0
1539 Wayne Ave	San Leandro	CA	94577	09/12/2019	3566.0	Single Family Residence	4.0	2.0	2049.0	8400.0	1943		785000.0	1100576211	Alameda County, CA	077A062901300	87867.0	205024.0	292891.0	4168 (1.42 %)	0	123	79	226	0
568 Fortuna Ave	San Leandro	CA	94577	09/12/2019	4093.0	Single Family Residence	2.0	2.5	1487.0	4635.0	1940		901000.0	1100630078	Alameda County, CA	076 033601000	71638.0	207008.0	278646.0	3914 (1.40 %)	3	123	79	226	4
25700 University Ct Apt 109	Hayward	CA	94542	09/12/2019	2226.0	Condominium	3.0	2.0	1375.0		1981		490000.0	1100584393	Alameda County, CA	425 039003400	66844.0	155971.0	222815.0	2964 (1.33 %)	3	123	84	213	4
1448 Peachtree Cmn # Cm	Livermore	CA	94551	09/12/2019	2907.0	Townhouse	3.0	2.5	1476.0	2753.0	1988		640000.0	1100565368	Alameda County, CA	099 002710200	156060.0	364140.0	520200.0	6800 (1.30 %)	3	51	33	92	4
4055 Norris Rd	Fremont	CA	94536	09/12/2019	5315.0	Single Family Residence	3.0	2.5	1779.0	8911.0	1950		1170000.0	1100576200	Alameda County, CA	501 073105300	35068.0	45420.0	80488.0	1448 (1.79 %)	3	59	40	103	4
6363 Christie Ave Apt 2602	Emeryville	CA	94608	09/12/2019	2737.0	Condominium	1.0	1.0	768.0		1984		602500.0	1100584898	Alameda County, CA	049 153150000	119595.0	358785.0	478380.0	5881 (1.22 %)	3	316	212	561	4
2890 Kew Ave Unit 13	Livermore	CA	94551	09/12/2019	2635.0	Condominium	2.0	2.0	1166.0		2014		580000.0	1100578843	Alameda County, CA	903 001126500	145127.0	348559.0	493686.0	6501 (1.31 %)	3	51	33	92	4
15925 Via Del Sol	San Lorenzo	CA	94580	09/12/2019	2725.0	Single Family Residence	3.0	1.0	1000.0	5000.0	1944		600000.0	1100591969	Alameda County, CA	412 002815800	92532.0	215908.0	308440.0	4066 (1.31 %)	3	123	79	226	4
206 Famoso Plz	Union City	CA	94587	09/12/2019	1794.0	Condominium	2.0	1.0	710.0		1986		395000.0	1100736084	Alameda County, CA	087 003305200	68309.0	168148.0	236457.0	3606 (1.52 %)	3	67	46	116	4
4144 Martin Luther King Jr Way	Oakland	CA	94609	09/12/2019	6359.0	Quadruplex (4 units, any combination)	10.0	5.0	4409.0	5864.0	2006		1400000.0	1100578292	Alameda County, CA	012 101303200	46432.0	471819.0	518251.0	8546 (1.64 %)	3	308	307	310	4
4016 Park Blvd	Oakland	CA	94602	09/12/2019	1136.0	Single Family Residence	3.0	1.0	1385.0	2485.0	1924		250000.0	1100591091	Alameda County, CA	024 052800200	41230.0	140183.0	181413.0	3571 (1.96 %)	3	308	307	310	4
3979 Fruitvale Ave	Oakland	CA	94602	09/12/2019	3861.0	Single Family Residence	2.0	2.0	1242.0	13050.0	1951		850000.0	1100578298	Alameda County, CA	029A132002202	32487.0	47716.0	80203.0	2365 (2.94 %)	3	308	307	310	4
33413 Soares Ranch Ter	Union City	CA	94587	09/12/2019	3584.0	Residential - Vacant Land				1199.0			789000.0	1100587926	Alameda County, CA	475 018306500					0	67	46	116	0
4535 Glenn St	Fremont	CA	94536	09/12/2019	1249.0	Condominium	2.0	1.5	964.0		1972		275000.0	1100578885	Alameda County, CA	501 045614600	76370.0	190926.0	267296.0	3621 (1.35 %)	3	59	40	103	4
801 San Antonio Ave	Alameda	CA	94501	09/12/2019	4497.0	Duplex (2 units, any combination)	4.0	2.0	2099.0	5015.0	1890		990000.0	1100589616	Alameda County, CA	073 040101100	346800.0	520200.0	867000.0	11829 (1.36 %)	3	66	37	135	4
1103 Hopkins St	Berkeley	CA	94702	04/11/1985		Store/Office (mixed use)			5734.0	5518.0	1915		N/A	1100592330	Alameda County, CA	060 239503500	115861.0	280902.0	396763.0	11291 (2.84 %)	3	125	94	197	4
11587 Alegre Dr	Dublin	CA	94568	02/20/2002	2226.0	Single Family Residence	4.0	2.5	2062.0	8868.0	1987		490000.0	1100590990	Alameda County, CA	941 010507000	187107.0	436584.0	623691.0	8648 (1.38 %)	3	33	18	70	4
626 Palomino Dr	Pleasanton	CA	94566	09/12/2019	3407.0	Townhouse	2.0	2.5	1941.0	1098.0	1994		750000.0	1100577443	Alameda County, CA	946 255123500	152310.0	355391.0	507701.0	5884 (1.15 %)	3	33	19	65	4
851 Bockman Rd	San Lorenzo	CA	94580	09/12/2019	2521.0	Single Family Residence	3.0	1.0	1420.0	4998.0	1947		555000.0	1100577484	Alameda County, CA	412 007408300	33830.0	30814.0	64644.0	1211 (1.87 %)	3	123	79	226	4
555 Pierce St Apt 905	Albany	CA	94706	04/29/1994	659.0	Condominium	2.0	2.0	1113.0		1977		145000.0	1100585157	Alameda County, CA	066 276205800	63704.0	148642.0	212346.0	5030 (2.36 %)	3	47	19	112	4
3534 Brunell Dr	Oakland	CA	94602	09/12/2019	7381.0	Single Family Residence	3.0	2.0	2505.0	0.58	1942		1625000.0	1100570869	Alameda County, CA	029 117302600	109936.0	256519.0	366455.0	5995 (1.63 %)	3	308	307	310	4
2646 Admiral Cir	Hayward	CA	94545	09/12/2019	4470.0	Residential - Vacant Land				2622.0			984000.0	1100566535	Alameda County, CA	456 010214800					0	123	84	213	0
3294 Curtis Cir	Pleasanton	CA	94588	08/18/1995	1217.0	Single Family Residence	3.0	2.0	1673.0	9273.0	1985		268000.0	1100579376	Alameda County, CA	946 454406201	115080.0	268521.0	383601.0	4528 (1.18 %)	0	33	19	65	0
1126 Ocean Ave	Oakland	CA	94608	09/12/2019	4997.0	Single Family Residence	2.0	2.5	1530.0	3240.0	2008		1100000.0	1100578995	Alameda County, CA	016 145500200	138231.0	430061.0	568292.0	8797 (1.54 %)	0	308	307	310	0
2879 Pinnacles Ter	Fremont	CA	94538	09/12/2019	4588.0	Single Family Residence	3.0	2.5	2093.0	1730.0	2013		1010000.0	1100598332	Alameda County, CA	525 167906700	220226.0	514388.0	734614.0	9068 (1.23 %)	0	59	40	103	0
1327 Webster St Apt B211	Alameda	CA	94501	09/12/2019	2135.0	Condominium	1.0	1.0	843.0	0.85	1970		470000.0	1100582411	Alameda County, CA	074 132811700	42940.0	100194.0	143134.0	2731 (1.90 %)	3	66	37	135	4
1685 13th St	Oakland	CA	94607	09/12/2019	2759.0	Single Family Residence	5.0	2.0	1410.0	2500.0	1990		607500.0	1100588013	Alameda County, CA	006 001102500	96645.0	225507.0	322152.0	5364 (1.66 %)	3	308	307	310	4
6481 Half Dome Ct	Livermore	CA	94551	09/12/2019	3906.0	Single Family Residence	4.0	2.5	1986.0	6081.0	1997		860000.0	1100576110	Alameda County, CA	099B535306800	110750.0	258646.0	369396.0	5178 (1.40 %)	3	51	33	92	4
16867 Genevieve Pl	San Lorenzo	CA	94580	09/12/2019	3157.0	Single Family Residence	4.0	3.0	1371.0	2033.0	2005		695000.0	1100574161	Alameda County, CA	413 003107300	159992.0	373315.0	533307.0	6686 (1.25 %)	3	123	79	226	4
5119 Tenaya Ave	Newark	CA	94560	02/06/1980	341.0	Single Family Residence	4.0	2.0	1535.0	5005.0	1955		75000.0	1100566802	Alameda County, CA	092A098703100	82466.0	73746.0	156212.0	2274 (1.45 %)	0	86	56	155	0
2020 Howe Dr	San Leandro	CA	94578	09/12/2019	454.0	Single Family Residence	4.0	3.0	2074.0	6800.0	1944		100000.0	1100582243	Alameda County, CA	079 000600800	149025.0	347725.0	496750.0	6421 (1.29 %)	3	123	79	226	4
40733 Chapel Way	Fremont	CA	94538	09/12/2019	4392.0	Condominium				7690.0			967000.0	1100587728	Alameda County, CA	525 168900400					0	59	40	103	0
42676 Ravensbourne Park St	Fremont	CA	94538	09/12/2019	4315.0	Single Family Residence	4.0	2.0	1619.0	5700.0	1963		950000.0	1100594062	Alameda County, CA	525 131307300	17534.0	56405.0	73939.0	1377 (1.86 %)	0	59	40	103	0
5538 Beaudry St # A	Emeryville	CA	94608	09/12/2019	522.0	Condominium	2.0	1.0	895.0		1902		115000.0	1100565987	Alameda County, CA	049 131202800	114009.0	266021.0	380030.0	4547 (1.19 %)	3	316	212	561	4
27793 Tampa Ave	Hayward	CA	94544	RECENTLY SOLD	2830.0	Single Family Residence	3.0	2.0	1000.0	5000.0	1954	623000.0		1100565953	Alameda County, CA	464 002507000	22393.0	26829.0	49222.0	944 (1.91 %)	3	123	84	213	4
4001 Rhoda Ave	Oakland	CA	94602	02/03/2012	2703.0	Single Family Residence	4.0	3.0	1875.0	8410.0	1912		595000.0	1100581959	Alameda County, CA	029 098600305	193019.0	450378.0	643397.0	10084 (1.56 %)	3	308	307	310	4
4771 Seneca Park Ave	Fremont	CA	94538	09/12/2019	5769.0	Single Family Residence	4.0	1.5	1916.0	6630.0	1964		1270000.0	1100594928	Alameda County, CA	525 131804600	199313.0	411865.0	611178.0	7713 (1.26 %)	0	59	40	103	0
954 B St	Hayward	CA	94541	09/12/2019	3180.0	Store/Office (mixed use)		1.0	3876.0	1550.0	1924		700000.0	1100576364	Alameda County, CA	428 005605900	220000.0	530000.0	750000.0	9320 (1.24 %)	3	123	84	213	4
7339 Diamond Mountain Rd	Dublin	CA	94568	09/12/2019	6634.0	Residential - Vacant Land				4790.0			1460500.0	1100566878	Alameda County, CA	986 005100300	612200.0	0.0	612200.0	8222 (1.34 %)	3	33	18	70	4
2406 Clover St	Union City	CA	94587	09/12/2019	4065.0	Single Family Residence	3.0	2.0	1392.0	6000.0	1971		895000.0	1100580800	Alameda County, CA	087 000406000	207700.0	484800.0	692500.0	9916 (1.43 %)	3	67	46	116	4
1812 Harvard Dr	Alameda	CA	94501	09/12/2019	5814.0	Single Family Residence	2.0	1.5	1658.0	4000.0	1931		1280000.0	1100794951	Alameda County, CA	069 012301900	58518.0	40561.0	99079.0	819 (0.82 %)	3	66	37	135	4
541 Kenilworth Ave	San Leandro	CA	94577	09/12/2019	4997.0	Single Family Residence	4.0	3.0	2281.0	11050.0	1922		1100000.0	1100595711	Alameda County, CA	076 029601400	120350.0	449191.0	569541.0	7392 (1.29 %)	3	123	79	226	4
330 Windward Cmn Unit 2	Livermore	CA	94551	09/12/2019	2839.0	Condominium	2.0	2.5	1322.0		2000		625000.0	1100586366	Alameda County, CA	905 001204200	171360.0	399840.0	571200.0	7328 (1.28 %)	3	51	33	92	4
646 Blair Ave	Piedmont	CA	94611	03/01/1976	8608.0	Single Family Residence	3.0	3.5	3196.0	7488.0	1974	1895000.0		1100585482	Alameda County, CA	050 461202700	73910.0	218482.0	292392.0	7743 (2.64 %)	3	57	48	77	4
6661 Grasshopper Ave	Newark	CA	94560	09/12/2019	7824.0	Residential - Vacant Land				4800.0			1722500.0	1100593230	Alameda County, CA	901 020202400					0	86	56	155	0
3534 Teeling Ct	Castro Valley	CA	94546	09/12/2019	4009.0	Residential - Vacant Land							882500.0	1100700095	Alameda County, CA	084A028102300					0	123	79	226	0
21103 Gary Dr Apt 318A	Hayward	CA	94546	09/12/2019	2094.0	Condominium	2.0	2.0	1100.0	2.76	1993		461000.0	1100637905	Alameda County, CA	415 025255200	127500.0	297500.0	425000.0	5551 (1.30 %)	3	123	84	213	4
1121 Cornell Ave	Albany	CA	94706	03/01/1969	3025.0	Single Family Residence	3.0	1.0	955.0	3800.0	1912	666000.0		1100599814	Alameda County, CA	065 240802000	28308.0	20280.0	48588.0	2805 (5.77 %)	0	47	19	112	0
2316 Lakeshore Ave Apt 2	Oakland	CA	94606	09/12/2019	3566.0	Condominium	2.0	2.0	1303.0		1962		785000.0	1100600014	Alameda County, CA	023 041502500	105973.0	247271.0	353244.0	5751 (1.62 %)	3	308	307	310	4
27593 Capri Ave	Hayward	CA	94545	09/12/2019	2884.0	Single Family Residence	3.0	2.0	1240.0	5500.0	1957		635000.0	1100594390	Alameda County, CA	456 006306200	84415.0	196969.0	281384.0	4505 (1.60 %)	3	123	84	213	4
1428 9th St	Alameda	CA	94501	09/12/2019	6305.0	Quadruplex (4 units, any combination)	4.0	4.0	2399.0	4189.0	1895		1388000.0	1100597868	Alameda County, CA	073 039206100	326066.0	760820.0	1086886.0	14953 (1.37 %)	3	66	37	135	4
1565 Plaza Dr	San Leandro	CA	94578	09/11/2019	2078.0	Single Family Residence	1.0	1.0	757.0	2880.0	1900		457500.0	1100366348	Alameda County, CA	080 003200300	63394.0	147919.0	211313.0	3016 (1.42 %)	3	123	79	226	4
5784 Belleza Dr	Pleasanton	CA	94588	08/27/2019	3202.0	Townhouse	2.0	2.0	1505.0	2152.0	1995		705000.0	1100597354	Alameda County, CA	941 279503800	165745.0	386738.0	552483.0	6484 (1.17 %)	0	33	19	65	0
2509 19th Ave	Oakland	CA	94606	07/08/1986	2149.0	Single Family Residence	3.0	1.0	1046.0	4800.0	1940	473000.0		1100595894	Alameda County, CA	022 035301200	14576.0	29787.0	44363.0	1628 (3.67 %)	3	308	307	310	4
25619 Kay Ave	Hayward	CA	94545	09/12/2019	2953.0	Single Family Residence	3.0	2.0	1276.0	5005.0	1958		650000.0	1100599653	Alameda County, CA	442 007100300	122548.0	285947.0	408495.0	5159 (1.26 %)	3	123	84	213	4
15208 Norton St	San Leandro	CA	94579	09/12/2019	3270.0	Single Family Residence	5.0	2.5	1598.0	5600.0	1951		720000.0	1100591246	Alameda County, CA	080G129501200	133810.0	312224.0	446034.0	5514 (1.23 %)	3	123	79	226	4
4754 Proctor Rd	Castro Valley	CA	94546	09/12/2019	7495.0	Single Family Residence	6.0	4.0	3496.0	14163.0	2005		1650000.0	1100596547	Alameda County, CA	084D127003000	130545.0	1012703.0	1143248.0	14277 (1.24 %)	3	123	79	226	4
1446 4th Ave	Oakland	CA	94606	09/12/2019	4769.0	Quadruplex (4 units, any combination)	10.0	5.0	2914.0	3150.0	1909		1050000.0	1100590311	Alameda County, CA	020 013301600	173701.0	405302.0	579003.0	9632 (1.66 %)	3	308	307	310	4
36020 Wellington Pl	Fremont	CA	94536	09/12/2019	5973.0	Single Family Residence	5.0	3.0	2326.0	6835.0	1965		1315000.0	1100635287	Alameda County, CA	501 011504300	212698.0	496297.0	708995.0	8765 (1.23 %)	3	59	40	103	4
2986 Pescadero Ter	Fremont	CA	94538	09/12/2019	4202.0	Single Family Residence	3.0	2.5	1712.0	1780.0	2013		925000.0	1100628173	Alameda County, CA	525 168001400	190123.0	443303.0	633426.0	7890 (1.24 %)	0	59	40	103	0
46245 Sentinel Dr	Fremont	CA	94539	09/12/2019	11011.0	Single Family Residence			4047.0	13480.0	1980		2424000.0	1100597681	Alameda County, CA	519 167300800	212413.0	418724.0	631137.0	7864 (1.24 %)	0	59	40	103	0
4951 Lowry Ct	Union City	CA	94587	09/12/2019	3884.0	Single Family Residence	4.0	2.0	1566.0	4553.0	1980		855000.0	1100594654	Alameda County, CA	543 042701500	166431.0	388339.0	554770.0	8202 (1.47 %)	0	67	46	116	0
36368 San Pedro Dr	Fremont	CA	94536	09/12/2019	4315.0	Single Family Residence	4.0	2.0	1615.0	6523.0	1961		950000.0	1100800445	Alameda County, CA	501 011210500	100706.0	234981.0	335687.0	4419 (1.31 %)	3	59	40	103	4
91 Evergreen Ln	Berkeley	CA	94705	09/12/2019	5564.0	Single Family Residence	3.0	2.5	1770.0	9200.0	1963		1225000.0	1100629922	Alameda County, CA	048H766200600	33801.0	81756.0	115557.0	2412 (2.08 %)	3	125	94	197	4
4973 Dolores Dr	Pleasanton	CA	94566	09/12/2019	6950.0	Single Family Residence	4.0	3.0	2985.0	12867.0	1986		1530000.0	1100593896	Alameda County, CA	948 000204600	420346.0	980807.0	1401153.0	16231 (1.15 %)	3	33	19	65	4
2028 101st Ave	Oakland	CA	94603	09/12/2019	2248.0	Single Family Residence			888.0	3648.0	1940		495000.0	1100800987	Alameda County, CA	047 550203300	13536.0	28268.0	41804.0	1688 (4.03 %)	3	308	307	310	4
1926 E 15th St	Oakland	CA	94606	09/12/2019	2498.0	Single Family Residence	3.0	1.0	992.0	3500.0	1902		550000.0	1100598218	Alameda County, CA	020 016301000	75559.0	176305.0	251864.0	4521 (1.79 %)	3	308	307	310	4
2006 Auseon Ave	Oakland	CA	94621	09/12/2019	2339.0	Single Family Residence	3.0	1.0	1232.0	4000.0	1922		515000.0	1100614261	Alameda County, CA	043 460101300	63374.0	147873.0	211247.0	3638 (1.72 %)	3	308	307	310	4
2536 MacArthur Blvd	Oakland	CA	94602	09/12/2019	2603.0	Single Family Residence	2.0	1.0	924.0	3800.0	1918		573000.0	1100592084	Alameda County, CA	029 099201600	85916.0	200472.0	286388.0	4986 (1.74 %)	3	308	307	310	4
746 Woodgate Ct	San Leandro	CA	94579	09/11/2019	1980.0	Townhouse	2.0	2.0	1169.0	1283.0	1975		436000.0	1100369349	Alameda County, CA	080G111402200	101265.0	236286.0	337551.0	4227 (1.25 %)	3	123	79	226	4
1950 Fairbanks St	San Leandro	CA	94577	RECENTLY SOLD	2907.0	Single Family Residence	3.0	1.0	1141.0	5000.0	1951	640000.0		1100387607	Alameda County, CA	077A069801500	85582.0	56447.0	142029.0	2281 (1.60 %)	0	123	79	226	0
Piedmont Ave	Oakland	CA	94611	08/29/2018	3747.0	Commercial - Vacant Land				1350.0			825000.0	1100369617	Alameda County, CA	009 073104001	31066.0	0.0	31066.0	1037 (3.33 %)	0	308	307	310	4
6809 Broadway Ter	Oakland	CA	94611	09/11/2019	7495.0	Single Family Residence	3.0	3.5	2542.0	8822.0	1989		1650000.0	1100368402	Alameda County, CA	048G740300503	375286.0	875668.0	1250954.0	17987 (1.43 %)	3	308	307	310	4
8395 Cypress Ct	Dublin	CA	94568	07/28/1994	3348.0	Single Family Residence	4.0	2.0	1469.0	5030.0	1977	737000.0		1100370505	Alameda County, CA	941 275303100	97908.0	228454.0	326362.0	4997 (1.53 %)	0	33	18	70	0
1920 5th Ave	Oakland	CA	94606	09/11/2019	5110.0	Single Family Residence	3.0	1.0	1389.0	4294.0	1922		1125000.0	1100374093	Alameda County, CA	021 027602000	202500.0	472500.0	675000.0	10133 (1.50 %)	3	308	307	310	4
141 Thornton St	San Leandro	CA	94577	01/23/2006	2916.0	Single Family Residence	3.0	1.0	1135.0	5160.0	1920	642000.0		1100395594	Alameda County, CA	077 054902600	32533.0	18168.0	50701.0	1189 (2.34 %)	3	123	79	226	4
38262 Ballard Dr	Fremont	CA	94536	09/11/2019	5496.0	Single Family Residence	3.0	2.0	1877.0	7700.0	1959		1210000.0	1100377026	Alameda County, CA	501 081701400	209478.0	488660.0	698138.0	8720 (1.24 %)	3	59	40	103	4
1833 Foothill Blvd	Oakland	CA	94606	09/11/2019	3493.0	Duplex (2 units, any combination)	6.0	2.0	1635.0	3500.0	1898		769000.0	1100374052	Alameda County, CA	020 016400500	166800.0	389200.0	556000.0	8828 (1.58 %)	3	308	307	310	4
26 Highland Ave	Piedmont	CA	94611	06/15/1984	9998.0	Single Family Residence	3.0	3.0	2425.0	6500.0	1924	2201000.0		1100378780	Alameda County, CA	050 457701900	72884.0	39505.0	112389.0	5604 (4.98 %)	3	57	48	77	4
6730 MacArthur Blvd	Oakland	CA	94605	09/11/2019	840.0	Single Family Residence	3.0	2.0	1297.0	4000.0	1925		185000.0	1100384029	Alameda County, CA	037A275502102	135000.0	315000.0	450000.0	7098 (1.57 %)	3	308	307	310	4
6545 Ridgewood Dr	Castro Valley	CA	94552	09/11/2019	5042.0	Single Family Residence	4.0	3.0	2244.0	5910.0	1990		1110000.0	1100369029	Alameda County, CA	085A641004201	256666.0	598888.0	855554.0	10851 (1.26 %)	3	123	79	226	4
4309 Millard Ave	Fremont	CA	94538	06/07/1985	3520.0	Single Family Residence	3.0	1.0	925.0	6987.0	1955	775000.0		1100373464	Alameda County, CA	525 096405700	21970.0	25139.0	47109.0	1060 (2.25 %)	3	59	40	103	4
2932 Minna Ave	Oakland	CA	94619	04/27/1984	2893.0	Single Family Residence	3.0	2.0	1460.0	3840.0	1922	637000.0		1100375535	Alameda County, CA	032 205503400	46130.0	71771.0	117901.0	2620 (2.22 %)	3	308	307	310	4
39758 Tomcod St	Newark	CA	94560	09/11/2019	6314.0	Residential - Vacant Land				3619.0			1390000.0	1100537348	Alameda County, CA	901 020306100					0	86	56	155	0
300 Panjon St	Hayward	CA	94544	09/11/2019	454.0	Single Family Residence	3.0	2.5	1586.0	7003.0	1991		100000.0	1100369052	Alameda County, CA	465 000504000	220528.0	174060.0	394588.0	5097 (1.29 %)	3	123	84	213	4
